repo_type,catalog_tier,rank,name,slug,active_installs,rating_pct,rating_5star,editor_support,last_updated,homepage,github_url,wp_url,total_known_vulns,unpatched_vulns,max_cvss,max_cvss_vuln,max_cvss_severity,vuln_types,top_cwes,latest_vuln_date,sample_vuln_titles,tags,download_url,requires_wp,tested_up_to,github_repo_type,num_ratings,parent_theme
plugin,poor,312,SEUR Oficial,seur,1000,20,1.0,Editor-agnostic,2026-02-25 10:27am GMT,http://www.seur.com/,,https://wordpress.org/plugins/seur/,5,0,9.4,,Critical,,CWE-552; CWE-79; CWE-80; CWE-89; CWE-98,2025-05-23,,"enviar paquete, logistica, seur, shipping, woocommerce",,4.0,6.9.4,,2,
plugin,poor,313,Extend Link,extend-link,1000,60,3.0,Editor-agnostic,2026-02-02 8:38am GMT,https://wp-time.com/how-to-add-link-attributes-in-wordpress/,,https://wordpress.org/plugins/extend-link/,1,1,,,,,,2026-02-19,,"class, editor, link, nofollow, seo",,5.8,6.9.4,,2,
plugin,poor,314,Skyboot Portfolio Gallery for Elementor,skyboot-portfolio-gallery,1000,60,3.0,Editor-agnostic,2025-10-02 8:13am GMT,https://skybootstrap.com/plugins/portfolio-gallery/,,https://wordpress.org/plugins/skyboot-portfolio-gallery/,1,1,6.5,,Medium,,CWE-79,2024-12-01,,"elementor widget, gallery, image gallery, photo gallery, wordpress gallery plugin",,5.0,6.8.5,,2,
plugin,poor,315,"Instant Image Generator (AI Image by Gemini, Dall-E and One Click Image from Unsplash, Openverse, Pixabay, Pexels, Giphy)",ai-image,1000,46,2.3,Editor-agnostic,2026-03-17 5:59am GMT,https://wordpress.org/plugins/ai-image/,,https://wordpress.org/plugins/ai-image/,1,0,10.0,,Critical,,CWE-434,2024-11-14,,"ai image generator, pexels, pixabay, stock photos, unsplash",,5.0,6.9.4,,3,
plugin,poor,316,HT Builder – WordPress Theme Builder for Elementor,ht-builder,1000,50,2.5,Editor-agnostic,2025-12-10 9:40am GMT,https://hasthemes.com/plugins/,,https://wordpress.org/plugins/ht-builder/,3,0,6.5,,Medium,,CWE-79,2024-11-04,,"Blog Builder, builder, elementor, page builder, widget",,5.0,6.8.5,,2,
plugin,poor,317,Starter Sites,starter-sites,1000,60,3.0,Blocks+Classic,2026-02-19 2:16pm GMT,https://wpstartersites.com/plugin/,,https://wordpress.org/plugins/starter-sites/,0,0,,,,,,,,"content, demo, import, starter site, website",,6.6,6.9.4,,2,
plugin,poor,318,Custom CSS,custom-css-editor,1000,50,2.5,Editor-agnostic,2017-11-28 3:06pm GMT,http://freshface.net,,https://wordpress.org/plugins/custom-css-editor/,1,1,,,,,,,,"custom code, custom css, custom js",,4.0.0,4.6.30,,17,
plugin,poor,319,DPO Pay for WooCommerce,dpo-group-for-woocommerce,1000,20,1.0,Editor-agnostic,2025-10-17 9:31am GMT,https://github.com/DPO-Group/DPO_WooCommerce,https://github.com/DPO-Group/DPO_WooCommerce,https://wordpress.org/plugins/dpo-group-for-woocommerce/,0,0,,,,,,,,"dpo, dpo group, dpo pay, e-commerce, woocommerce",,6.2,6.8.5,official,1,
plugin,poor,320,HEIC to JPEG,heic-to-jpeg,1000,60,3.0,Editor-agnostic,2023-04-05 7:33pm GMT,,,https://wordpress.org/plugins/heic-to-jpeg/,0,0,,,,,,,,"heic, image, jpeg, media",,6.0,6.2.9,,2,
plugin,poor,321,Posti Shipping,posti-shipping,1000,60,3.0,Editor-agnostic,2026-03-11 2:45pm GMT,https://github.com/PostiDigital/woocommerce-shipping-plugin,https://github.com/PostiDigital/woocommerce-shipping-plugin,https://wordpress.org/plugins/posti-shipping/,3,0,6.5,,Medium,,CWE-209; CWE-352,2024-12-16,,"posti, shipping, smartship, toimitustavat, woocommerce",,5.0,6.8.5,official,4,
plugin,poor,322,Header Footer Custom Html,header-footer-custom-html,1000,60,3.0,Editor-agnostic,2025-05-12 1:08pm GMT,https://wordpress.org/plugins/header-footer-custom-html,,https://wordpress.org/plugins/header-footer-custom-html/,0,0,,,,,,,,"header footer, header footer CSS, header footer custom html, header footer html, header script",,4.8,6.8.5,,2,
plugin,poor,323,Simple Block Gallery,simple-block-gallery,1000,60,3.0,Blocks+Classic,2025-11-25 10:06pm GMT,https://wordpress.org/plugins/simple-block-gallery/,,https://wordpress.org/plugins/simple-block-gallery/,0,0,,,,,,,,"block, gallery, images, masonry, slider",,6.6,6.9.4,,1,
plugin,poor,324,3B Meteo,3b-meteo,1000,60,3.0,Editor-agnostic,2024-01-13 2:58pm GMT,https://andreapernici.com/wordpress/3bmeteo/,,https://wordpress.org/plugins/3b-meteo/,0,0,,,,,,,,"meteo, meteo italia, meteo sul sito, previsioni del tempo, previsioni meteo",,5.6,6.4.8,,2,
plugin,poor,325,Chartbeat,chartbeat,1000,50,2.5,Editor-agnostic,2020-07-01 9:11pm GMT,http://chartbeat.com/wordpress/,,https://wordpress.org/plugins/chartbeat/,1,1,6.4,,Medium,,CWE-918,2025-08-28,,"amp, analytics, chartbeat, instant articles",,2.8,4.7.33,,2,
plugin,poor,326,Nearby Now Reviews and Audio Testimonials,nearby-now,1000,52,2.6,Editor-agnostic,2025-10-15 1:52pm GMT,http://servicepros.nearbynow.co/plugins/wordpress-plugins/,,https://wordpress.org/plugins/nearby-now/,0,0,,,,,,,,"check-ins, googlereviews, location, reviews, servicepro",,2.0.2,6.8.5,,5,
plugin,poor,327,Gallery for Google Photos – Import and Showcase Photo Albums,embed-google-photos,1000,60,3.0,Blocks+Classic,2026-02-26 9:14am GMT,,,https://wordpress.org/plugins/embed-google-photos/,0,0,,,,,,,,"Google Photos, Gutenberg block, block, gallery, photos",,6.5,6.9.4,,5,
plugin,poor,328,GamiPress – Button,gamipress-button,1000,60,3.0,Editor-agnostic,2025-12-01 3:58pm GMT,https://wordpress.org/plugins/gamipress-button/,,https://wordpress.org/plugins/gamipress-button/,3,0,6.4,,Medium,,CWE-79,2024-03-20,,"button, click, gamification, gamify, gamipress",,4.4,6.9.4,,2,
plugin,poor,329,Yampi Checkout,yampi-checkout,1000,50,2.5,Editor-agnostic,2024-06-10 8:12pm GMT,https://www.yampi.com.br/checkout,,https://wordpress.org/plugins/yampi-checkout/,1,0,,,,,,2022-06-13,,"checkout, checkout transparente, dropshipping checkout, onepage checkout, yampi",,3.8.0,6.5.8,,4,
plugin,poor,330,Shoutcast Icecast HTML5 Radio Player,shoutcast-icecast-html5-radio-player,1000,56,2.8,Editor-agnostic,2025-11-19 3:03pm GMT,https://www.svnlabs.com/store/product/html5-radio-stream-player/,,https://wordpress.org/plugins/shoutcast-icecast-html5-radio-player/,1,1,6.4,,Medium,,CWE-79,2024-10-25,,"HTML5 audio, Podcast Player, icecast, radio player, shoutcast",,3.0.1,6.8.5,,16,
plugin,poor,331,Simple Membership MailChimp Integration,simple-membership-mailchimp-integration,1000,60,3.0,Editor-agnostic,2025-10-09 3:32am GMT,https://simple-membership-plugin.com/,,https://wordpress.org/plugins/simple-membership-mailchimp-integration/,0,0,,,,,,,,"Autoresponder, Optin, email, mailchimp, signup",,5.5,6.8.5,,2,
plugin,poor,332,PilotPress,pilotpress,1000,44,2.2,Editor-agnostic,2025-09-24 7:48pm GMT,https://ontraport.com/,,https://wordpress.org/plugins/pilotpress/,2,1,5.3,,Medium,,CWE-862,2024-06-10,,"Moonray, OfficeAutopilot, Ontraport, Sendpepper",,3.6,6.8.5,,5,
plugin,poor,333,SALESmanago & Leadoo,salesmanago,1000,60,3.0,Editor-agnostic,2026-03-27 12:21pm GMT,https://www.salesmanago.com/?utm_source=integration&utm_medium=WORDPRESS&utm_content=marketplace,,https://wordpress.org/plugins/salesmanago/,4,2,5.3,,Medium,,CWE-305; CWE-352; CWE-862,2025-12-24,,"Email Marketing, crm, live chat, marketing automation, social media",,5.6,6.9.4,,2,
plugin,poor,334,Subresource Integrity (SRI) Manager,wp-sri,1000,58,2.9,Editor-agnostic,2020-12-03 6:33pm GMT,https://maymay.net/blog/projects/wp-sri/,https://github.com/fabacab/wp-sri,https://wordpress.org/plugins/wp-sri/,1,1,,,,,,2025-09-22,,"SRI, mitigation, mitm, security, subresource integrity",,4.1,5.6.17,official,11,
plugin,poor,335,Gravity Fieldset for Gravity Forms,gravity-fieldset-for-gravity-forms,1000,60,3.0,Editor-agnostic,2016-12-08 11:10am GMT,,,https://wordpress.org/plugins/gravity-fieldset-for-gravity-forms/,0,0,,,,,,,,"fieldset, forms, gravity forms, gravity forms styling, wrapper",,4.2,4.7.33,,2,
plugin,poor,336,Pixelavo – Server Side Tracking & Pixel + AI Ads Tools,pixelavo,1000,60,3.0,Editor-agnostic,2026-03-03 7:53am GMT,https://pixelavo.com/,,https://wordpress.org/plugins/pixelavo/,0,0,,,,,,,,"Facebook Pixel, Meta Pixel, Server Side Tracking, conversion tracking, woocommerce",,5.0,6.9.4,,2,
plugin,poor,337,Shippit for WooCommerce,shippit-simplified-australia-shipping,1000,50,2.5,Editor-agnostic,2025-10-01 3:32am GMT,,,https://wordpress.org/plugins/shippit-simplified-australia-shipping/,0,0,,,,,,,,"Couriers Please, aramex, australia post, shipping",,4.0.0,6.8.5,,4,
plugin,poor,338,Hide Title,post-or-page-hide-title,1000,60,3.0,Editor-agnostic,2017-05-27 12:44pm GMT,,,https://wordpress.org/plugins/post-or-page-hide-title/,0,0,,,,,,,,"Frontend, adminbar, title",,4.6,4.7.33,,2,
plugin,poor,339,Issuu PDF Sync,issuu-pdf-sync,1000,46,2.3,Editor-agnostic,2018-04-09 5:27pm GMT,https://twitter.com/benjaminniess,,https://wordpress.org/plugins/issuu-pdf-sync/,0,0,,,,,,,,"flipbook, issuu, pdf, synchronisation, upload",,3.5,4.9.29,,9,
plugin,poor,340,Post Featured Video,post-featured-video,1000,60,3.0,Editor-agnostic,2025-04-29 7:27am GMT,https://wordpress.org/plugins/post-featured-video,,https://wordpress.org/plugins/post-featured-video/,1,1,,,,,,2025-09-26,,"Post Featured video, post thumbnail, video lightbox, video popup",,4.0,6.8.5,,6,
plugin,poor,341,Repeater Fields for Gravity Forms,repeater-for-gravity-forms,1000,46,2.3,Editor-agnostic,2025-12-04 8:15am GMT,https://add-ons.org/plugin/gravity-forms-repeater-fields/,,https://wordpress.org/plugins/repeater-for-gravity-forms/,0,0,,,,,,,,"Gravity Forms fields, Repeater form, gravity forms, repeater, repeater field",,2.0,6.9.4,,3,
plugin,poor,342,Simple HTTPS Redirect,simple-https-redirect,900,60,3.0,Editor-agnostic,2024-11-18 2:18pm GMT,https://lightplugins.com/plugins/simple-https-redirect/,,https://wordpress.org/plugins/simple-https-redirect/,0,0,,,,,,,,"force, https, redirect, ssl",,4.0,6.8.5,,2,
plugin,poor,343,BinancePay Checkout for WooCommerce,binance-pay,900,32,1.6,Editor-agnostic,2024-07-22 2:55am GMT,,,https://wordpress.org/plugins/binance-pay/,0,0,,,,,,,,"BinancePay, bitcoin, crypto, cryptocurrency, payments",,5.0,6.2.9,,7,
plugin,poor,344,GetAutoSEO AI Tool,getautoseo-ai-content-publisher,900,60,3.0,Editor-agnostic,2026-03-26 8:17am GMT,https://getautoseo.com,,https://wordpress.org/plugins/getautoseo-ai-content-publisher/,0,0,,,,,,,,"AI, articles, automation, content, seo",,5.0,6.9.4,,2,
plugin,poor,345,WP Mailgun SMTP,wp-mailgun-smtp,900,20,1.0,Editor-agnostic,2018-08-21 12:54pm GMT,,,https://wordpress.org/plugins/wp-mailgun-smtp/,1,1,,,,,,2025-08-21,,"mailgun protocol, mailgun smtp, smtp, wp mailgun smtp",,3.0.1,4.9.29,,1,
plugin,poor,346,2C2P Redirect API for WooCommerce,2c2p-redirect-api-for-woocommerce,900,40,2.0,Editor-agnostic,2018-06-04 9:41am GMT,,,https://wordpress.org/plugins/2c2p-redirect-api-for-woocommerce/,0,0,,,,,,,,"2c2p, e-commerce, ecommerce, woocommerce, wordpress ecommerce",,2.6.0,4.8.28,,1,
plugin,poor,347,CSV Import and Exporter,csv-import-and-exporter,900,60,3.0,Editor-agnostic,2025-06-26 5:29am GMT,,,https://wordpress.org/plugins/csv-import-and-exporter/,0,0,,,,,,,,"csv, custom post, export, extract, import",,3.0,6.8.5,,2,
plugin,poor,348,Keywords to Links Converter,links-auto-replacer,900,60,3.0,Editor-agnostic,2024-10-19 10:19am GMT,https://wpruby.com/plugin/affiliate-butler-pro/,,https://wordpress.org/plugins/links-auto-replacer/,0,0,,,,,,,,"affiliate, automation, keywords, links, marketing",,3.0.1,6.6.5,,10,
plugin,poor,349,Freshdesk (official),freshdesk-support,900,50,2.5,Editor-agnostic,2024-07-01 6:21am GMT,,,https://wordpress.org/plugins/freshdesk-support/,3,0,6.3,,Medium,,CWE-601,2024-04-15,,"contact form, customer support software, freshdesk, helpdesk, knowledge base",,3.4,6.4.8,,8,
plugin,poor,350,DirectoryPress – Business Directory And Classified Ad Listing,directorypress,900,60,3.0,Editor-agnostic,2026-03-04 10:13pm GMT,https://designinvento.net/downloads/directorypress-wordpress-directory-plugin/,,https://wordpress.org/plugins/directorypress/,9,4,8.5,,High,,CWE-352; CWE-434; CWE-79; CWE-862; CWE-89,2026-02-19,,"business directory, car dealer, classified, directories, directory listing",,6.0,6.9.4,,2,
plugin,poor,351,Seriously Simple Transcripts,seriously-simple-transcripts,900,60,3.0,Editor-agnostic,2024-11-26 8:11pm GMT,https://wordpress.org/plugins/seriously-simple-transcripts,,https://wordpress.org/plugins/seriously-simple-transcripts/,0,0,,,,,,,,"podcast, podcasting, seriously simple podcasting, ssp, transcripts",,4.4,6.7.5,,1,
plugin,poor,352,Substack Importer,substack-importer,900,40,2.0,Editor-agnostic,2024-10-23 7:00am GMT,https://github.com/Automattic/substack-importer,https://github.com/Automattic/substack-importer,https://wordpress.org/plugins/substack-importer/,0,0,,,,,,,,"importer, substack",,5.2,6.7.5,official,3,
plugin,poor,353,Star Rating Field For Contact Form 7,star-rating-field-for-contact-form-7,900,46,2.3,Editor-agnostic,2025-05-12 7:57am GMT,,,https://wordpress.org/plugins/star-rating-field-for-contact-form-7/,0,0,,,,,,,,"Rating Field Contact Form 7, contact form 7",,5.5,6.8.5,,3,
plugin,poor,354,Arvow AI SEO Writer,journalist-ai,900,46,2.3,Editor-agnostic,2025-11-18 4:13pm GMT,,,https://wordpress.org/plugins/journalist-ai/,0,0,,,,,,,,"AI writing, ai seo writer, autoblogging, seo writer, seo writing",,5.0,6.7.5,,3,
plugin,poor,355,SameSite Cookies,samesite,900,50,2.5,Editor-agnostic,2023-07-23 12:18pm GMT,https://wordpress.org/plugins/samesite,,https://wordpress.org/plugins/samesite/,0,0,,,,,,,,"cookies, csrf, samesite, security",,6.2,6.3.8,,11,
plugin,poor,356,POKY – Product Importer,poky-product-importer,900,54,2.7,Editor-agnostic,2024-10-08 4:17pm GMT,https://poky.app,,https://wordpress.org/plugins/poky-product-importer/,0,0,,,,,,,,"amazon, ebay, etsy, shopify, woocommerce",,4.4,6.6.5,,7,
plugin,poor,357,Stop Media Comment Spamming,stop-media-comment-spamming,900,60,3.0,Editor-agnostic,2024-07-04 1:36am GMT,https://zeropointdevelopment.com/stopping-wordpress-media-attachment-comment-spamming/,,https://wordpress.org/plugins/stop-media-comment-spamming/,0,0,,,,,,,,"Remove Attachment Comments, Remove Media Comments, Stop Comment Spam, Stop Media Comment Spam, Stop Media Comments",,5.2,6.6.5,,6,
plugin,poor,358,Storefront Add Slider,storefront-add-slider,900,20,1.0,Editor-agnostic,2017-09-27 11:37am GMT,https://atlantisthemes.com,,https://wordpress.org/plugins/storefront-add-slider/,0,0,,,,,,,,"ecommerce, hero, slider, storefront, woocommerce",,3.8,4.4.34,,2,
plugin,poor,359,WP Advanced PDF,wp-advanced-pdf,900,54,2.7,Editor-agnostic,2022-06-15 5:30pm GMT,http://cedcommerce.com,,https://wordpress.org/plugins/wp-advanced-pdf/,2,2,5.3,,Medium,,CWE-862,2025-12-31,,"Bulk PDF, CedCommerce, Wp advanced pdf, pdf, post",,5.0,6.0.11,,18,
plugin,poor,360,Plugin de Clip para WooCommerce,clip-for-woocommerce,900,36,1.8,Editor-agnostic,2026-03-12 7:39pm GMT,,,https://wordpress.org/plugins/clip-for-woocommerce/,0,0,,,,,,,,woocommerce,,5.0,6.7.5,,5,
plugin,poor,361,Hide Price Until User Login For Woocommerce,hide-price-until-user-login-for-woocommerce,800,60,3.0,Editor-agnostic,2025-01-05 11:02pm GMT,https://www.ulayers.com,,https://wordpress.org/plugins/hide-price-until-user-login-for-woocommerce/,0,0,,,,,,,,"hide price, login to see price, product, woocommerce",,5.8,6.7.5,,4,
plugin,poor,362,Auto Post Expiration,auto-post-expiration,800,60,3.0,Editor-agnostic,2024-05-17 1:22pm GMT,https://wordpress.org/plugins/auto-post-expiration/,,https://wordpress.org/plugins/auto-post-expiration/,0,0,,,,,,,,"post_draft, post_expire, post_expire_date, schedule_post, set_post_expire",,3.8,6.5.8,,4,
plugin,poor,363,ATP Call Now,atp-call-now,800,20,1.0,Editor-agnostic,2020-03-11 3:19am GMT,https://atpsoftware.vn/,,https://wordpress.org/plugins/atp-call-now/,1,1,5.9,,Medium,,CWE-79,2025-06-20,,"call, contact, customers, hotline, sell",,4.6,5.3.21,,1,
plugin,poor,364,APG Google Video Sitemap Feed,google-video-sitemap-feed-with-multisite-support,800,56,2.8,Editor-agnostic,2023-02-15 11:43am GMT,https://wordpress.org/plugins/google-video-sitemap-feed-with-multisite-support/,https://github.com/artprojectgroup/google-video-sitemap-feed-with-multisite-support,https://wordpress.org/plugins/google-video-sitemap-feed-with-multisite-support/,0,0,,,,,,,,"Google Video Sitemap, Sitemap video, google, google video, video sitemap",,2.6,6.2.9,official,9,
plugin,poor,365,Booster for WPForms,booster-for-wpforms,800,20,1.0,Editor-agnostic,2024-04-03 5:03am GMT,https://wpmonks.com/downloads/custom-themes,,https://wordpress.org/plugins/booster-for-wpforms/,0,0,,,,,,,,"wpforms booster, wpforms functionality, wpforms snippets",,4.0,6.5.8,,1,
plugin,poor,366,ContentStudio,contentstudio,800,54,2.7,Editor-agnostic,2025-12-08 5:21am GMT,http://contentstudio.io/,,https://wordpress.org/plugins/contentstudio/,9,5,9.8,,Critical,,CWE-200; CWE-352; CWE-434; CWE-639; CWE-862,2026-01-08,,"blog automation, content marketing, content scheduler, social media, social media management",,5.8,6.9.4,,3,
plugin,poor,367,Spreadconnect,wc-spod,800,56,2.8,Editor-agnostic,2025-05-06 11:19am GMT,http://www.spreadshop.com/spreadconnect?affiliateID=12890,,https://wordpress.org/plugins/wc-spod/,1,1,,,,,,2025-06-27,,"dropshipping, pod, print, print-on-demand, woocommerce",,,6.6.5,,9,
plugin,poor,368,Push7,push7,800,60,3.0,Editor-agnostic,2021-03-24 3:49am GMT,https://push7.jp/,,https://wordpress.org/plugins/push7/,0,0,,,,,,,,"Chrome Notifications, android, chrome, push, safari",,4.0,4.4.34,,2,
plugin,poor,369,Watermark RELOADED,watermark-reloaded,800,56,2.8,Editor-agnostic,2025-12-02 10:04am GMT,,,https://wordpress.org/plugins/watermark-reloaded/,1,1,7.1,,High,,CWE-352,2024-03-16,,"copyright protection, image protection, image watermark, text watermark, watermark",,3.5,6.9.4,,11,
plugin,poor,370,Toggle Content,toggle-content,800,60,3.0,Blocks+Classic,2024-07-29 6:19am GMT,https://essential-blocks.com,https://github.com/EssentialBlocks/toggle-content,https://wordpress.org/plugins/toggle-content/,0,0,,,,,,,,"block, blocks, editor, gutenberg, toggle",,5.6,6.6.5,official,6,
plugin,poor,371,AffiliateWP – External Referral Links,affiliatewp-external-referral-links,800,60,3.0,Editor-agnostic,2025-08-27 5:05pm GMT,https://affiliatewp.com/addons/external-referral-links/,,https://wordpress.org/plugins/affiliatewp-external-referral-links/,1,0,,,,,,,,"AffiliateWP, Cross domain tracking, external referral links, external sites, promote other sites",,5.2,6.8.5,,2,
plugin,poor,372,TicketSource Ticket Shop,ticketsource-events,800,20,1.0,Editor-agnostic,2025-12-11 4:32pm GMT,https://www.ticketsource.co.uk/kb/additional-services-and-integrations/wordpress-plugin,,https://wordpress.org/plugins/ticketsource-events/,1,0,6.4,,Medium,,CWE-79,2024-12-20,,"calendar, events, sell tickets, ticketing, tickets",,4.0.0,6.9.4,,1,
plugin,poor,373,WIP Custom Login,wip-custom-login,800,60,3.0,Editor-agnostic,2025-04-23 12:44pm GMT,https://www.themeinprogress.com,,https://wordpress.org/plugins/wip-custom-login/,2,0,5.4,,Medium,,CWE-352; CWE-862,2024-01-17,,"custom login, customization, plugins, themes, wordpress login",,3.5.0,6.8.5,,1,
plugin,poor,374,Advanced Custom Fields Contact Form 7,acf-contact-form-7,800,60,3.0,Editor-agnostic,2019-10-12 1:33pm GMT,,,https://wordpress.org/plugins/acf-contact-form-7/,0,0,,,,,,,,"acf, acf contact form 7, advanced custom fields, advanced custom fields contact form 7, contact form 7",,4.8,5.3.21,,4,
plugin,poor,375,Moyasar,moyasar,800,54,2.7,Editor-agnostic,2026-03-25 11:58am GMT,https://www.moyasar.com/,,https://wordpress.org/plugins/moyasar/,0,0,,,,,,,,"STC Pay, apple pay, credit card, gateway, payment",,4.6,6.8.5,,3,
plugin,poor,376,Coldbox Addons,coldbox-addon,800,60,3.0,Editor-agnostic,2023-06-25 2:23am GMT,https://coldbox.miruc.co/,,https://wordpress.org/plugins/coldbox-addon/,0,0,,,,,,,,"coldbox, coldbox-theme",,5.0,6.2.9,,1,
plugin,poor,377,VG WORT METIS,vgw-metis,800,58,2.9,Editor-agnostic,2025-07-25 7:30am GMT,,,https://wordpress.org/plugins/vgw-metis/,2,2,6.5,,Medium,,CWE-862,2025-07-04,,"METIS, Zählmarke, tom, urheber, vgwort",,6.0,6.8.5,,12,
plugin,poor,378,Dynamic Copyright Year,dynamic-copyright-year,800,60,3.0,Editor-agnostic,2025-11-12 5:53am GMT,http://dynamic-copyright-year,,https://wordpress.org/plugins/dynamic-copyright-year/,1,0,,,,,,2023-07-18,,"Dynamic, Privacy Policy, copyright, footer links, localization",,,6.8.5,,3,
plugin,poor,379,Auto SEO META keywords (META tags keywords) optimization + WooCommerce,meta-tags-for-seo,800,60,3.0,Editor-agnostic,2026-01-18 8:34pm GMT,,,https://wordpress.org/plugins/meta-tags-for-seo/,5,0,6.3,,Medium,,CWE-862,2024-10-16,,"keyword, meta, seo, tag, tags",,4.1,6.9.4,,2,
plugin,poor,380,Carousel Ultimate,carousel,800,34,1.7,Editor-agnostic,2018-01-03 3:08pm GMT,https://themepoints.com/carouselpro/,,https://wordpress.org/plugins/carousel/,1,1,5.9,,Medium,,CWE-79,2025-09-05,,"Carousel shortcode, Image carousel, carousel, client carousel., logo carousel",,3.8,4.9.29,,10,
plugin,poor,381,Disable User Registration Notification Emails,disable-user-registration-notification-emails,800,60,3.0,Editor-agnostic,2024-08-12 7:31pm GMT,,,https://wordpress.org/plugins/disable-user-registration-notification-emails/,0,0,,,,,,,,"Registration Email, admin email, new user email, notification email, user registration email",,4.6,6.6.5,,4,
plugin,poor,382,WP Image Markers – Easy Hotspot Solution,wp-image-makers-easy-hotspot-solution,800,56,2.8,Editor-agnostic,2018-03-08 2:51pm GMT,https://wordpress.org/plugins/wp-image-makers-easy-hotspot-solution/,,https://wordpress.org/plugins/wp-image-makers-easy-hotspot-solution/,0,0,,,,,,,,"Image Map, hotspot, image, image hotspots, image marker",,4.5,4.9.29,,5,
plugin,poor,383,Master Accordion ( Former WP Awesome FAQ Plugin ),wp-awesome-faq,800,58,2.9,Editor-agnostic,2023-08-21 10:39am GMT,https://jeweltheme.com/shop/wordpress-faq-plugin/,,https://wordpress.org/plugins/wp-awesome-faq/,5,1,6.3,,Medium,,CWE-862,2024-10-16,,"Accordion, collapse content, frequently asked questions, wordpress faq, wordpress plugin",,3.5,5.9.13,,29,
plugin,poor,384,SMTP,smtp,700,50,2.5,Editor-agnostic,2017-11-28 7:09pm GMT,http://hel.io/wordpress/smtp/,,https://wordpress.org/plugins/smtp/,0,0,,,,,,,,"email, mail, mailer, smtp, wp_mail",,3.0,3.3.2,,4,
plugin,poor,385,Faire for WooCommerce,faire-for-woocommerce,700,60,3.0,Editor-agnostic,2026-03-26 7:02pm GMT,,,https://wordpress.org/plugins/faire-for-woocommerce/,0,0,,,,,,,,"Marketplace, integration, wholesale",,6.5,6.9.4,,4,
plugin,poor,386,Masonry Gallery & Posts For Divi (WP Tools),wptools-masonry-gallery-posts-for-divi,700,56,2.8,Editor-agnostic,2025-12-16 10:11am GMT,https://wptools.app,,https://wordpress.org/plugins/wptools-masonry-gallery-posts-for-divi/,5,0,6.3,,Medium,,CWE-862,2024-10-16,,"divi masonry, divi masonry blogs, divi masonry image gallery, masonry blogs, masonry image gallery",,4.5,6.9.4,,5,
plugin,poor,387,404 Notifier,404-notifier,700,60,3.0,Editor-agnostic,2022-06-24 12:10pm GMT,https://alexking.org/projects,,https://wordpress.org/plugins/404-notifier/,0,0,,,,,,,,"404, error, log, notify",,3.6,6.0.11,,2,
plugin,poor,388,User Role for Flamingo,user-role-for-flamingo,700,60,3.0,Editor-agnostic,2023-11-26 7:38pm GMT,,,https://wordpress.org/plugins/user-role-for-flamingo/,0,0,,,,,,,,"capabilities, contact form 7, flamingo, forms, user role",,5.0,6.4.8,,2,
plugin,poor,389,Advanced Scrollbar – Custom Scrollbar Styling and Behavior,advanced-scrollbar,700,60,3.0,Editor-agnostic,2026-03-16 7:54am GMT,,,https://wordpress.org/plugins/advanced-scrollbar/,1,0,,,,,,,,"Color Scrollbar, cursor effect, custom scroll, nice scrollbar, scrollbar",,6.5,6.8.5,,7,
plugin,poor,390,ZI Hide Featured Image,zi-hide-featured-image,700,60,3.0,Blocks+Classic,2023-01-04 8:09pm GMT,https://www.zeninvader.com/hide-featured-image-wordpress/,,https://wordpress.org/plugins/zi-hide-featured-image/,0,0,,,,,,,,"Hide Featured Image, featured image, gutenberg, post thumbnail",,3.0.1,6.1.10,,6,
plugin,poor,391,NiceJob,nicejob,700,60,3.0,Editor-agnostic,2026-02-06 9:08am GMT,https://get.nicejob.co/,,https://wordpress.org/plugins/nicejob/,4,0,7.1,,High,,CWE-352; CWE-79,2024-12-13,,"marketing, nicejob, review, showroom, trust badge",,3.0.1,6.9.4,,2,
plugin,poor,392,Gravity Forms Auto Placeholders,gravity-forms-auto-placeholders,700,60,3.0,Editor-agnostic,2014-10-22 7:10pm GMT,http://thebyob.com/gravity-forms-auto-placeholders,,https://wordpress.org/plugins/gravity-forms-auto-placeholders/,0,0,,,,,,,,"forms, gravity, gravity forms, placeholder, placeholders",,,4.0.38,,5,
plugin,poor,393,LB Back To Top,backtop,700,60,3.0,Editor-agnostic,2014-01-04 1:54pm GMT,http://lbideias.com.br,,https://wordpress.org/plugins/backtop/,0,0,,,,,,,,back to top,,3.8,3.7.41,,1,
plugin,poor,394,Stream Video Player,stream-video-player,700,52,2.6,Editor-agnostic,2017-11-28 8:01pm GMT,http://rodrigopolo.com/about/wp-stream-video,,https://wordpress.org/plugins/stream-video-player/,1,0,,,,,CWE-352,2014-08-01,,"flash, flv, mp4, stream, video",,2.8.0,4.1.42,,20,
plugin,poor,395,WPCasa Advanced Search,wpcasa-advanced-search,700,60,3.0,Editor-agnostic,2025-12-01 5:33pm GMT,https://wpcasa.com/downloads/wpcasa-advanced-search,,https://wordpress.org/plugins/wpcasa-advanced-search/,0,0,,,,,,,,"advanced search, house, real-estate, realestate, search",,6.2,6.9.4,,2,
plugin,poor,396,Blocks,blocks,700,36,1.8,Blocks+Classic,2026-03-17 3:32am GMT,http://renzojohnson.com/contributions/blocks,,https://wordpress.org/plugins/blocks/,1,1,5.9,,Medium,,CWE-79,2023-10-02,,"block, content block, gutenberg, reusable text, wordpress blocks",,6.0,6.9.4,,5,
